지점,지점명,일시,10CM 일 토양수분(%),평균 기온(°C),평균 지면온도(°C),일 순복사(MJ/m2),위도,경도,평균 습도(%),평균 풍속(m/s),지난 일 수,Target
981,보성군(농),2014-06-21,20,21.5,22.6,4.72,34.76335,127.21226,87,1.75,4,FALSE
981,보성군(농),2014-06-22,21,22,25.6,8.88,34.76335,127.21226,82,1.15,5,FALSE
981,보성군(농),2014-06-23,20,22.2,26.7,10.56,34.76335,127.21226,87.33333333,1.7,6,FALSE
981,보성군(농),2014-06-24,20,23.3,28.3,11.99,34.76335,127.21226,80,1.65,7,FALSE
981,보성군(농),2014-06-25,19,22.5,27.4,12.86,34.76335,127.21226,80.66666667,1.75,8,FALSE
981,보성군(농),2014-06-26,19,22.9,29,14.59,34.76335,127.21226,83.66666667,1.4,9,FALSE
981,보성군(농),2014-06-27,18,23.4,30.2,16.44,34.76335,127.21226,78.33333333,1.8,10,FALSE
981,보성군(농),2014-06-28,17,24.7,29.1,16.54,34.76335,127.21226,70,3.2,11,FALSE
981,보성군(농),2014-06-29,16,24.1,31.1,15.15,34.76335,127.21226,75,1.95,12,FALSE
981,보성군(농),2014-06-30,16,24.5,30.7,15.14,34.76335,127.21226,77.33333333,2.2,13,FALSE
981,보성군(농),2014-07-01,15,24.2,30.6,13.52,34.76335,127.21226,80.66666667,2.05,14,TRUE
981,보성군(농),2016-07-19,25,24.6,27.3,14.79,34.76335,127.21226,83.66666667,1.5,0,FALSE
981,보성군(농),2016-07-20,24,24.7,28.3,17.02,34.76335,127.21226,79.66666667,1.6,1,FALSE
981,보성군(농),2016-07-21,22,24.5,28.8,17.26,34.76335,127.21226,78.66666667,1.85,2,FALSE
981,보성군(농),2016-07-22,22,24.3,28.6,11.78,34.76335,127.21226,83.33333333,1.6,3,FALSE
981,보성군(농),2016-07-23,21,25,29.7,17.01,34.76335,127.21226,82.33333333,1.2,4,FALSE
981,보성군(농),2016-07-24,20,27.2,30.4,14.22,34.76335,127.21226,84.33333333,0.9,5,FALSE
981,보성군(농),2016-07-25,19,27.8,31.1,15.69,34.76335,127.21226,84.33333333,1.35,6,FALSE
981,보성군(농),2016-07-26,19,28.1,31.6,16.74,34.76335,127.21226,84.33333333,1.35,7,FALSE
981,보성군(농),2016-07-27,18,27.7,30.3,12.67,34.76335,127.21226,85.33333333,1.45,8,FALSE
981,보성군(농),2016-07-28,18,28.5,31.4,13.73,34.76335,127.21226,86.33333333,1.25,9,FALSE
981,보성군(농),2016-07-29,17,28.5,31.9,16.21,34.76335,127.21226,85.33333333,1.6,10,FALSE
981,보성군(농),2016-07-30,17,28.7,32.4,16.95,34.76335,127.21226,82.33333333,1.45,11,FALSE
981,보성군(농),2016-07-31,16,28.1,32.3,15.66,34.76335,127.21226,83.66666667,1.4,12,FALSE
981,보성군(농),2016-08-01,16,28.4,32.3,16.52,34.76335,127.21226,81.33333333,1.4,13,FALSE
981,보성군(농),2016-08-02,15,27.3,30.1,8.12,34.76335,127.21226,85.66666667,1.05,14,TRUE
981,보성군(농),2017-04-12,26,13.1,14.1,14.4,34.76335,127.21226,26.33333333,4.1,0,FALSE
981,보성군(농),2017-04-13,23,12.9,14.3,14.12,34.76335,127.21226,49.66666667,2.2,1,FALSE
981,보성군(농),2017-04-14,22,12.7,12.4,11.61,34.76335,127.21226,70.66666667,2.1,2,FALSE
981,보성군(농),2017-04-15,22,16.3,19.6,14.54,34.76335,127.21226,80,1.75,3,FALSE
981,보성군(농),2017-04-16,21,16.1,20.1,15.74,34.76335,127.21226,84.33333333,1.65,4,FALSE
981,보성군(농),2017-04-17,21,15.5,15.6,1.61,34.76335,127.21226,93,1.9,5,FALSE
981,보성군(농),2017-04-18,23,14.6,16.3,12.99,34.76335,127.21226,70.66666667,3.5,6,FALSE
981,보성군(농),2017-04-19,22,14.1,16.3,16.17,34.76335,127.21226,42.66666667,3.7,7,FALSE
981,보성군(농),2017-04-20,20,12.5,14.2,5.78,34.76335,127.21226,63,1.3,8,FALSE
981,보성군(농),2017-04-21,20,14.7,16.4,13.82,34.76335,127.21226,62.66666667,2.15,9,FALSE
981,보성군(농),2017-04-22,19,13.1,17.3,15.13,34.76335,127.21226,73,2.3,10,FALSE
981,보성군(농),2017-04-23,19,13.3,18.5,16.6,34.76335,127.21226,76,1.7,11,FALSE
981,보성군(농),2017-04-24,18,14.4,20.2,17.01,34.76335,127.21226,63,1.55,12,FALSE
981,보성군(농),2017-04-25,17,17.7,20.1,11.02,34.76335,127.21226,74.33333333,1.65,13,FALSE
981,보성군(농),2017-04-26,17,15.7,16.9,8.05,34.76335,127.21226,62.66666667,2.45,14,FALSE
981,보성군(농),2017-04-27,17,12.6,16.7,15.08,34.76335,127.21226,44.66666667,2.65,15,FALSE
981,보성군(농),2017-04-28,16,15.1,18.9,16.41,34.76335,127.21226,50.33333333,2.65,16,FALSE
981,보성군(농),2017-04-29,16,16.6,20.1,15.97,34.76335,127.21226,55,2.2,17,FALSE
981,보성군(농),2017-04-30,15,17.8,21.6,14.93,34.76335,127.21226,62.66666667,1.8,18,TRUE
981,보성군(농),2018-01-19,25,3.8,2.9,6.23,34.76335,127.21226,51.66666667,3.15,0,FALSE
981,보성군(농),2018-01-20,24,3.6,2.9,5.56,34.76335,127.21226,53.66666667,2.45,1,FALSE
981,보성군(농),2018-01-21,23,3.1,3.1,5.21,34.76335,127.21226,65.33333333,1.5,2,FALSE
981,보성군(농),2018-01-22,23,5.3,5.4,4.48,34.76335,127.21226,64,2.45,3,FALSE
981,보성군(농),2018-01-23,22,-3.3,0.8,6.39,34.76335,127.21226,59,3.95,4,FALSE
981,보성군(농),2018-01-24,20,-6.5,-1.7,7.03,34.76335,127.21226,48,2.95,5,FALSE
981,보성군(농),2018-01-25,18,-6.4,-1.8,7.17,34.76335,127.21226,43.33333333,3.7,6,FALSE
981,보성군(농),2018-01-26,16,-6.8,-2.4,7.26,34.76335,127.21226,50.66666667,3.85,7,FALSE
981,보성군(농),2018-01-27,14,-3.6,-1.3,7,34.76335,127.21226,41.33333333,2.65,8,TRUE
981,보성군(농),2018-07-12,26,27.3,31.8,17.34,34.76335,127.21226,85.33333333,1.35,0,FALSE
981,보성군(농),2018-07-13,24,27.6,32.9,18.46,34.76335,127.21226,83.66666667,1.9,1,FALSE
981,보성군(농),2018-07-14,22,28,33.4,18.41,34.76335,127.21226,82,0.9,2,FALSE
981,보성군(농),2018-07-15,21,28.5,34.1,18.19,34.76335,127.21226,78.33333333,1,3,FALSE
981,보성군(농),2018-07-16,19,28.2,34.5,17.26,34.76335,127.21226,76.33333333,1,4,FALSE
981,보성군(농),2018-07-17,18,28,35,17.67,34.76335,127.21226,77.66666667,1.5,5,FALSE
981,보성군(농),2018-07-18,17,28,34.9,17.32,34.76335,127.21226,79.33333333,1.4,6,FALSE
981,보성군(농),2018-07-19,16,28.4,35.4,17.3,34.76335,127.21226,76.66666667,1.2,7,FALSE
981,보성군(농),2018-07-20,15,28.7,35.8,16.65,34.76335,127.21226,76.66666667,1.05,8,TRUE
981,보성군(농),2019-05-04,25,17.1,17,13.19,34.76335,127.21226,61,1.65,0,FALSE
981,보성군(농),2019-05-05,24,17.6,18,15.89,34.76335,127.21226,57,1.9,1,FALSE
981,보성군(농),2019-05-06,22,15.3,17.1,16.35,34.76335,127.21226,51,3.35,2,FALSE
981,보성군(농),2019-05-07,21,13.9,17,16.87,34.76335,127.21226,46,2.6,3,FALSE
981,보성군(농),2019-05-08,20,15.8,16.4,12.74,34.76335,127.21226,39.66666667,1.9,4,FALSE
981,보성군(농),2019-05-09,19,17.5,19.2,14.85,34.76335,127.21226,34.66666667,2.6,5,FALSE
981,보성군(농),2019-05-10,18,17.5,19.3,14.46,34.76335,127.21226,44,1.85,6,FALSE
981,보성군(농),2019-05-11,18,17.4,20.5,15.23,34.76335,127.21226,58,1.55,7,FALSE
981,보성군(농),2019-05-12,17,18,21.4,15.84,34.76335,127.21226,57,1.6,8,FALSE
981,보성군(농),2019-05-13,16,17.4,21.3,14.3,34.76335,127.21226,74.33333333,1.5,9,FALSE
981,보성군(농),2019-05-14,16,20.8,24.4,16.04,34.76335,127.21226,75,1.85,10,FALSE
981,보성군(농),2019-05-15,15,20.7,24,14.88,34.76335,127.21226,71.66666667,1.7,11,TRUE
119,수원(농),2012-06-30,26,22.2,23.2,1.68,37.25746,126.983,91,1.35,0,FALSE
119,수원(농),2012-07-01,19,22.1,23.1,8.45,37.25746,126.983,82.33333333,0.95,1,FALSE
119,수원(농),2012-07-02,17,23.8,25.3,15.72,37.25746,126.983,73.66666667,0.95,2,FALSE
119,수원(농),2012-07-03,15,23.9,25.1,8.51,37.25746,126.983,80,0.75,3,TRUE
119,수원(농),2013-01-23,28,2.3,1,0.78,37.25746,126.983,82,0.6,0,FALSE
119,수원(농),2013-01-24,24,-0.4,0.4,3.33,37.25746,126.983,63,1.45,1,FALSE
119,수원(농),2013-01-25,6,-7.6,-3.7,8.3,37.25746,126.983,44.33333333,1.85,2,TRUE
119,수원(농),2017-07-16,27,25.5,26.7,8.07,37.25746,126.983,91,0.55,0,FALSE
119,수원(농),2017-07-17,16,26.2,27.6,9.09,37.25746,126.983,85,0.65,1,FALSE
119,수원(농),2017-07-18,16,26.2,27.7,13.02,37.25746,126.983,84.33333333,0.6,2,FALSE
119,수원(농),2017-07-19,14,28.1,30.6,21.27,37.25746,126.983,72.66666667,0.65,3,TRUE
119,수원(농),2017-07-31,27,24.5,26,3.09,37.25746,126.983,92.66666667,0.3,0,FALSE
119,수원(농),2017-08-01,17,27.6,29.2,18.92,37.25746,126.983,80.33333333,0.45,1,FALSE
119,수원(농),2017-08-02,15,29.2,29.8,15.38,37.25746,126.983,78.33333333,0.35,2,TRUE
119,수원(농),2017-08-23,26,27.3,28.1,10.69,37.25746,126.983,87.66666667,0.7,0,FALSE
119,수원(농),2017-08-24,21,26.5,26.7,4.74,37.25746,126.983,89.66666667,1.25,1,FALSE
119,수원(농),2017-08-25,18,25.4,27.3,23.3,37.25746,126.983,69.66666667,0.5,2,FALSE
119,수원(농),2017-08-26,16,23.4,25.6,24.96,37.25746,126.983,59.66666667,0.6,3,FALSE
119,수원(농),2017-08-27,14,22.1,24.1,9.15,37.25746,126.983,73,0.1,4,TRUE
119,수원(농),2022-03-28,25,7.1,7.3,,37.25746,126.983,35.33333333,,0,FALSE
119,수원(농),2022-03-29,24,8.8,9.3,,37.25746,126.983,54.33333333,,1,FALSE
119,수원(농),2022-03-30,22,9.9,8.9,,37.25746,126.983,75,,2,FALSE
119,수원(농),2022-03-31,22,10.5,11,13.61,37.25746,126.983,71,1.8,3,FALSE
119,수원(농),2022-04-01,21,8.5,9.6,13.54,37.25746,126.983,55,1.4,4,FALSE
119,수원(농),2022-04-02,20,6.9,9.4,13.51,37.25746,126.983,57,1.5,5,FALSE
119,수원(농),2022-04-03,19,8.2,10.3,13.51,37.25746,126.983,59,1.4,6,FALSE
119,수원(농),2022-04-04,18,8.7,10.8,,37.25746,126.983,54,,7,FALSE
119,수원(농),2022-04-05,17,9.5,10.7,,37.25746,126.983,46.33333333,,8,FALSE
119,수원(농),2022-04-06,17,10.6,12.4,13.54,37.25746,126.983,49.33333333,1.3,9,FALSE
119,수원(농),2022-04-07,16,10.5,12.9,,37.25746,126.983,46,,10,FALSE
119,수원(농),2022-04-08,15,12.5,13.9,13.5,37.25746,126.983,47.66666667,1.3,11,TRUE
119,수원(농),2022-04-29,26,13.4,14.4,13.67,37.25746,126.983,64.33333333,1.8,0,FALSE
119,수원(농),2022-04-30,23,12.8,14.5,13.59,37.25746,126.983,64.33333333,2.2,1,FALSE
119,수원(농),2022-05-01,19,12.8,16.1,13.47,37.25746,126.983,56.33333333,2.15,2,FALSE
119,수원(농),2022-05-02,18,13.2,17,,37.25746,126.983,62.66666667,,3,FALSE
119,수원(농),2022-05-03,17,14,17.7,13.47,37.25746,126.983,49.66666667,1.4,4,FALSE
119,수원(농),2022-05-04,15,16.5,18.7,,37.25746,126.983,42,,5,TRUE
119,수원(농),2022-07-02,26,27.9,30.8,13.51,37.25746,126.983,65.33333333,1,0,FALSE
119,수원(농),2022-07-03,23,28.5,30.5,13.51,37.25746,126.983,57,1.1,1,FALSE
119,수원(농),2022-07-04,18,28.7,30.5,13.57,37.25746,126.983,64.33333333,1.15,2,FALSE
119,수원(농),2022-07-05,14,28.1,29.8,13.58,37.25746,126.983,75.33333333,1.1,3,TRUE
119,수원(농),2022-07-07,25,29,27.9,13.68,37.25746,126.983,77.66666667,2.25,0,FALSE
119,수원(농),2022-07-08,21,26.6,28.5,13.61,37.25746,126.983,80,1.9,1,FALSE
119,수원(농),2022-07-09,16,26.2,27.9,13.61,37.25746,126.983,80.66666667,1.4,2,FALSE
119,수원(농),2022-07-10,13,28.3,31.3,13.53,37.25746,126.983,68.66666667,0.95,3,TRUE
119,수원(농),2022-07-14,29,25,27.2,13.63,37.25746,126.983,87.33333333,1.65,0,FALSE
119,수원(농),2022-07-15,23,25.5,28.4,13.51,37.25746,126.983,79,1.55,1,FALSE
119,수원(농),2022-07-16,20,25.4,27.5,13.53,37.25746,126.983,78.33333333,1.85,2,FALSE
119,수원(농),2022-07-17,15,25.4,26.9,13.58,37.25746,126.983,76.33333333,1.3,3,TRUE
119,수원(농),2022-07-21,25,23.6,25.1,13.74,37.25746,126.983,87,1.45,0,FALSE
119,수원(농),2022-07-22,21,25.3,28.3,13.61,37.25746,126.983,79,1.55,1,FALSE
119,수원(농),2022-07-23,18,24.6,25.5,13.69,37.25746,126.983,85.66666667,1.2,2,FALSE
119,수원(농),2022-07-24,24,25.6,26.1,13.69,37.25746,126.983,86.33333333,1.05,3,FALSE
119,수원(농),2022-07-25,22,26.7,29.6,13.53,37.25746,126.983,78.66666667,1.35,4,FALSE
119,수원(농),2022-07-26,18,28.3,30.4,13.52,37.25746,126.983,72.33333333,1.1,5,FALSE
119,수원(농),2022-07-27,13,28,28.2,13.58,37.25746,126.983,69,1.35,6,TRUE
119,수원(농),2022-08-15,26,28.4,28.2,13.67,37.25746,126.983,82.33333333,2.95,0,FALSE
119,수원(농),2022-08-16,24,26.2,30.2,13.5,37.25746,126.983,78,1.55,1,FALSE
119,수원(농),2022-08-17,21,25.3,28.4,13.59,37.25746,126.983,78.66666667,1.1,2,FALSE
119,수원(농),2022-08-18,18,25.1,27.3,13.53,37.25746,126.983,76.66666667,1.15,3,FALSE
119,수원(농),2022-08-19,15,26.2,25.8,13.74,37.25746,126.983,85.66666667,1.8,4,TRUE
119,수원(농),2022-08-23,26,24.9,27.1,13.66,37.25746,126.983,79.66666667,1,0,FALSE
119,수원(농),2022-08-24,21,24.5,24.4,13.63,37.25746,126.983,68.33333333,1.5,1,FALSE
119,수원(농),2022-08-25,17,22.1,22.9,13.74,37.25746,126.983,77,0.8,2,FALSE
119,수원(농),2022-08-26,17,23.2,25.4,13.56,37.25746,126.983,75.66666667,1.35,3,FALSE
119,수원(농),2022-08-27,18,21.7,26,13.49,37.25746,126.983,58.66666667,2,4,FALSE
119,수원(농),2022-08-28,12,22.2,25.5,13.51,37.25746,126.983,60.66666667,1.1,5,TRUE
119,수원(농),2022-08-30,26,19.3,20.2,13.78,37.25746,126.983,95.33333333,1.1,0,FALSE
119,수원(농),2022-08-31,24,21.3,22.4,13.74,37.25746,126.983,86,0.65,1,FALSE
119,수원(농),2022-09-01,22,23.7,26.1,13.53,37.25746,126.983,74,0.85,2,FALSE
119,수원(농),2022-09-02,18,24.6,24.9,13.55,37.25746,126.983,62,1.7,3,FALSE
119,수원(농),2022-09-03,14,24.3,23.8,13.6,37.25746,126.983,57.66666667,2.15,4,TRUE
119,수원(농),2022-09-06,30,20.9,22.3,13.57,37.25746,126.983,78.33333333,2.5,0,FALSE
119,수원(농),2022-09-07,24,21.7,23.4,13.55,37.25746,126.983,71,1.15,1,FALSE
119,수원(농),2022-09-08,20,22.2,24.5,13.53,37.25746,126.983,70.33333333,0.75,2,FALSE
119,수원(농),2022-09-09,17,23.5,24.8,13.55,37.25746,126.983,63.33333333,0.8,3,FALSE
119,수원(농),2022-09-10,13,23.2,22.9,13.61,37.25746,126.983,48,1.35,4,TRUE
119,수원(농),2022-10-11,25,10.7,14,13.58,37.25746,126.983,69.33333333,1.5,0,FALSE
119,수원(농),2022-10-12,23,12.7,13.8,13.59,37.25746,126.983,71.33333333,0.85,1,FALSE
119,수원(농),2022-10-13,21,15.6,15.7,13.59,37.25746,126.983,70,0.75,2,FALSE
119,수원(농),2022-10-14,20,16.3,16.8,13.64,37.25746,126.983,75.66666667,0.75,3,FALSE
119,수원(농),2022-10-15,18,17.7,18.5,13.62,37.25746,126.983,71,0.7,4,FALSE
119,수원(농),2022-10-16,17,17.1,17.2,13.74,37.25746,126.983,76,0.65,5,FALSE
119,수원(농),2022-10-17,16,11.6,14.2,13.58,37.25746,126.983,46.33333333,2.65,6,FALSE
119,수원(농),2022-10-18,15,9.2,11.8,13.59,37.25746,126.983,50,1.45,7,TRUE
119,수원(농),2022-12-13,27,-0.5,1.3,13.81,37.25746,126.983,83,2.45,0,FALSE
119,수원(농),2022-12-14,14,-8.7,-3.2,13.72,37.25746,126.983,56.33333333,2.2,1,TRUE
119,수원(농),2023-01-07,25,0.5,0.5,13.76,37.25746,126.983,84.33333333,1.65,0,FALSE
119,수원(농),2023-01-08,12,-0.4,-0.3,13.67,37.25746,126.983,77,,1,TRUE
119,수원(농),2023-01-09,30,2.3,1.6,13.72,37.25746,126.983,60.33333333,1.35,0,FALSE
119,수원(농),2023-01-10,14,0,0.1,,37.25746,126.983,67.33333333,,1,TRUE
972,안동옥동,2009-07-22,23,24.1,28,10.93,36.54983,128.6834,73,1,1,FALSE
972,안동옥동,2009-07-23,21,24.4,28.4,10.63,36.54983,128.6834,72,1,2,FALSE
972,안동옥동,2009-07-24,20,21.4,23.2,,36.54983,128.6834,77,1,3,FALSE
972,안동옥동,2009-07-25,20,21,23.3,,36.54983,128.6834,85.33333333,0.55,4,FALSE
972,안동옥동,2009-07-26,22,21.7,23.6,,36.54983,128.6834,78,1.25,5,FALSE
972,안동옥동,2009-07-27,21,22.3,25.2,,36.54983,128.6834,73.66666667,1.15,6,FALSE
972,안동옥동,2009-07-28,19,21.3,23.6,,36.54983,128.6834,78.33333333,0.9,7,FALSE
972,안동옥동,2009-07-29,20,22.8,26.2,,36.54983,128.6834,79.33333333,0.85,8,FALSE
972,안동옥동,2009-07-30,20,23.6,27,8.79,36.54983,128.6834,73.66666667,1,9,FALSE
972,안동옥동,2009-07-31,19,23,27.2,7.99,36.54983,128.6834,71,0.9,10,FALSE
972,안동옥동,2009-08-01,18,23.4,27.8,8.95,36.54983,128.6834,72,1.1,11,FALSE
972,안동옥동,2009-08-02,17,22.5,25.2,5.36,36.54983,128.6834,73.66666667,1.3,12,FALSE
972,안동옥동,2009-08-03,16,21.9,24.6,3.88,36.54983,128.6834,72.33333333,0.85,13,FALSE
972,안동옥동,2009-08-04,16,22.8,27.5,10.94,36.54983,128.6834,71.33333333,1.2,14,FALSE
972,안동옥동,2009-08-05,14,23.4,27.9,9.44,36.54983,128.6834,69,1.55,15,TRUE
972,안동옥동,2016-09-17,25,19.5,20.9,1.39,36.54983,128.6834,100,0.6,0,FALSE
972,안동옥동,2016-09-18,22,19.3,21.8,5.64,36.54983,128.6834,93.66666667,0.3,1,FALSE
972,안동옥동,2016-09-19,21,19.1,21.3,9.85,36.54983,128.6834,77.66666667,1.1,2,FALSE
972,안동옥동,2016-09-20,19,16.7,19.4,16.75,36.54983,128.6834,72,0.85,3,FALSE
972,안동옥동,2016-09-21,17,16.2,18.4,13.32,36.54983,128.6834,81.66666667,0.8,4,FALSE
972,안동옥동,2016-09-22,16,17.4,19.2,6.19,36.54983,128.6834,86,0.5,5,FALSE
972,안동옥동,2016-09-23,15,18.5,21,17.22,36.54983,128.6834,83.66666667,0.55,6,TRUE
972,안동옥동,2016-10-28,25,13.3,14.3,2.8,36.54983,128.6834,96.66666667,0.7,0,FALSE
972,안동옥동,2016-10-29,23,11.7,13.2,4.73,36.54983,128.6834,77,0.75,1,FALSE
972,안동옥동,2016-10-30,22,6.9,10.5,11.73,36.54983,128.6834,70.33333333,0.6,2,FALSE
972,안동옥동,2016-10-31,21,7.4,9,1.23,36.54983,128.6834,79.66666667,0.75,3,FALSE
972,안동옥동,2016-11-01,21,3.9,6.4,10.98,36.54983,128.6834,52.66666667,1.6,4,FALSE
972,안동옥동,2016-11-02,16,3.9,4.6,11.02,36.54983,128.6834,66.33333333,1.15,5,FALSE
972,안동옥동,2016-11-03,18,6.1,7.4,8.55,36.54983,128.6834,77.33333333,1.1,6,FALSE
972,안동옥동,2016-11-04,17,7.6,8.5,9.18,36.54983,128.6834,82.66666667,1,7,FALSE
972,안동옥동,2016-11-05,17,11.2,9.8,7.01,36.54983,128.6834,83.66666667,1.1,8,FALSE
972,안동옥동,2016-11-06,16,12.3,10.2,-0.11,36.54983,128.6834,75.66666667,1.25,9,FALSE
972,안동옥동,2016-11-07,16,13.1,12.8,4.75,36.54983,128.6834,79,0.7,10,FALSE
972,안동옥동,2016-11-08,16,10.3,10.3,8.54,36.54983,128.6834,61.33333333,2.05,11,FALSE
972,안동옥동,2016-11-09,13,3.7,5.6,8.57,36.54983,128.6834,69.66666667,0.6,12,TRUE
977,오창가곡,2011-08-25,25,24,25,10.84,36.72455,127.46688,81.66666667,1.2,0,FALSE
977,오창가곡,2011-08-26,20,24,24.3,6.94,36.72455,127.46688,84.66666667,1.3,1,FALSE
977,오창가곡,2011-08-27,19,25.1,26,9.16,36.72455,127.46688,82.66666667,1.05,2,FALSE
977,오창가곡,2011-08-28,18,26.5,29.3,12.88,36.72455,127.46688,77.33333333,0.8,3,FALSE
977,오창가곡,2011-08-29,21,27,30,12.27,36.72455,127.46688,79,0.9,4,FALSE
977,오창가곡,2011-08-30,17,26.7,28.8,7.06,36.72455,127.46688,85.66666667,0.9,5,FALSE
977,오창가곡,2011-08-31,16,27.1,29.9,10.91,36.72455,127.46688,78,0.8,6,FALSE
977,오창가곡,2011-09-01,17,25.9,28.4,10.97,36.72455,127.46688,78.33333333,1.15,7,FALSE
977,오창가곡,2011-09-02,18,26.3,29.2,12.35,36.72455,127.46688,72.66666667,1.85,8,FALSE
977,오창가곡,2011-09-03,17,24,26.8,11.33,36.72455,127.46688,67,2.7,9,FALSE
977,오창가곡,2011-09-04,14,23.1,27,10.74,36.72455,127.46688,63.66666667,1.55,10,TRUE
977,오창가곡,2011-12-09,25,-2.5,0.5,2.87,36.72455,127.46688,71.66666667,1,0,FALSE
977,오창가곡,2011-12-10,20,-2.6,2.1,3.7,36.72455,127.46688,80.66666667,1.25,1,FALSE
977,오창가곡,2011-12-11,23,2.3,2.1,3.16,36.72455,127.46688,86.33333333,1.35,2,FALSE
977,오창가곡,2011-12-12,20,4.1,2.1,3.47,36.72455,127.46688,66.66666667,1.15,3,FALSE
977,오창가곡,2011-12-13,22,0.2,2.1,4.69,36.72455,127.46688,64.66666667,0.65,4,FALSE
977,오창가곡,2011-12-14,22,0.9,2.1,2.82,36.72455,127.46688,75.66666667,1.35,5,FALSE
977,오창가곡,2011-12-15,17,-2.7,2.1,4.08,36.72455,127.46688,51,2.35,6,FALSE
977,오창가곡,2011-12-16,12,-5.1,2.1,4.37,36.72455,127.46688,50,1.85,7,TRUE
977,오창가곡,2012-01-22,25,-4.7,2.1,5.43,36.72455,127.46688,54.33333333,2.9,0,FALSE
977,오창가곡,2012-01-23,9,-8.6,2.1,5.15,36.72455,127.46688,53.33333333,1.75,1,TRUE
977,오창가곡,2012-03-06,27,3.2,3,3.04,36.72455,127.46688,77.66666667,2.55,0,FALSE
977,오창가곡,2012-03-07,21,3.3,4.2,6.15,36.72455,127.46688,68,1.65,1,FALSE
977,오창가곡,2012-03-08,19,1.2,2.1,8.02,36.72455,127.46688,71,1.35,2,FALSE
977,오창가곡,2012-03-09,18,2.5,3.3,8.12,36.72455,127.46688,65,1,3,FALSE
977,오창가곡,2012-03-10,22,4.2,4.4,8.66,36.72455,127.46688,60.33333333,1.65,4,FALSE
977,오창가곡,2012-03-11,21,-0.8,1.8,10.58,36.72455,127.46688,49.66666667,3.7,5,FALSE
977,오창가곡,2012-03-12,15,-1.3,1.5,10.98,36.72455,127.46688,44.33333333,2,6,TRUE
977,오창가곡,2012-04-26,27,12.4,13.1,17.18,36.72455,127.46688,53.33333333,4,0,FALSE
977,오창가곡,2012-04-27,24,14.3,14.9,15.27,36.72455,127.46688,49.33333333,1.8,1,FALSE
977,오창가곡,2012-04-28,22,16.1,17.3,13.44,36.72455,127.46688,58.33333333,1.5,2,FALSE
977,오창가곡,2012-04-29,21,16.8,16.9,7.09,36.72455,127.46688,66,0.65,3,FALSE
977,오창가곡,2012-04-30,20,19.4,21,15.2,36.72455,127.46688,59.66666667,2.55,4,FALSE
977,오창가곡,2012-05-01,19,20.9,21.2,9.83,36.72455,127.46688,63,1.25,5,FALSE
977,오창가곡,2012-05-02,18,21.2,22.2,12.25,36.72455,127.46688,74.66666667,1.5,6,FALSE
977,오창가곡,2012-05-03,20,18.7,19.8,13.59,36.72455,127.46688,71.66666667,2.1,7,FALSE
977,오창가곡,2012-05-04,19,19.1,21.4,14.94,36.72455,127.46688,62.33333333,1.5,8,FALSE
977,오창가곡,2012-05-05,17,19.2,20.7,13.58,36.72455,127.46688,46.66666667,2.55,9,FALSE
977,오창가곡,2012-05-06,16,17.5,20.2,13.16,36.72455,127.46688,46.33333333,2.1,10,FALSE
977,오창가곡,2012-05-07,15,17.4,20.6,12.13,36.72455,127.46688,46,1.3,11,TRUE
977,오창가곡,2012-05-15,25,18,19.8,13.32,36.72455,127.46688,72.66666667,1.5,0,FALSE
977,오창가곡,2012-05-16,22,17.7,20,12.99,36.72455,127.46688,68.33333333,1.85,1,FALSE
977,오창가곡,2012-05-17,20,15.9,17.4,10.72,36.72455,127.46688,73.33333333,2.45,2,FALSE
977,오창가곡,2012-05-18,19,16.9,20.3,12.97,36.72455,127.46688,66.66666667,1,3,FALSE
977,오창가곡,2012-05-19,18,18.1,22.4,11,36.72455,127.46688,59.33333333,1.15,4,FALSE
977,오창가곡,2012-05-20,17,19.5,25,13.45,36.72455,127.46688,58.33333333,0.95,5,FALSE
977,오창가곡,2012-05-21,16,20.6,25.4,13.9,36.72455,127.46688,54.33333333,1.6,6,FALSE
977,오창가곡,2012-05-22,15,21.5,27.6,13.79,36.72455,127.46688,50.33333333,1.35,7,TRUE
977,오창가곡,2012-07-23,26,27.3,30.9,14.56,36.72455,127.46688,85,1.3,0,FALSE
977,오창가곡,2012-07-24,20,28.1,32.4,18.51,36.72455,127.46688,80,1.1,1,FALSE
977,오창가곡,2012-07-25,18,28.3,33.2,18.85,36.72455,127.46688,78,0.75,2,FALSE
977,오창가곡,2012-07-26,20,27.9,33.5,19.92,36.72455,127.46688,79,0.95,3,FALSE
977,오창가곡,2012-07-27,18,27.9,33.6,18.28,36.72455,127.46688,76,1.15,4,FALSE
977,오창가곡,2012-07-28,16,28.2,35.8,18.62,36.72455,127.46688,78,0.8,5,FALSE
977,오창가곡,2012-07-29,13,28.7,34.5,21.21,36.72455,127.46688,77,1.65,6,TRUE
977,오창가곡,2012-12-15,26,1.6,0.1,1.79,36.72455,127.46688,100,0.5,0,FALSE
977,오창가곡,2012-12-16,23,0.6,1.1,6.77,36.72455,127.46688,94.66666667,0.9,1,FALSE
977,오창가곡,2012-12-17,21,0.5,1,,36.72455,127.46688,83.66666667,,2,FALSE
977,오창가곡,2012-12-18,17,-5,-1,8.66,36.72455,127.46688,64.33333333,2.3,3,FALSE
977,오창가곡,2012-12-19,12,-6.5,-2.5,8.26,36.72455,127.46688,66.66666667,1.05,4,TRUE
