지점,지점명,일시,10CM 일 토양수분(%),평균 기온(°C),평균 지면온도(°C),일 순복사(MJ/m2),위도,경도,평균 습도(%),평균 풍속(m/s),지난 일 수,Target
977,오창가곡,2013-07-31,29,26.4,27.7,12.29,36.72455,127.46688,92.33333333,1.4,0,FALSE
977,오창가곡,2013-08-01,20,27.5,29.5,20.67,36.72455,127.46688,83.66666667,0.85,1,FALSE
977,오창가곡,2013-08-02,19,27.7,29.1,15.6,36.72455,127.46688,86,1.05,2,FALSE
977,오창가곡,2013-08-03,18,26.4,28.5,14.39,36.72455,127.46688,90,1.25,3,FALSE
977,오창가곡,2013-08-04,21,26.6,29.2,15.41,36.72455,127.46688,93,1.05,4,FALSE
977,오창가곡,2013-08-05,21,27.6,28.8,15.96,36.72455,127.46688,89,1.4,5,FALSE
977,오창가곡,2013-08-06,20,26.9,28.7,11.4,36.72455,127.46688,88.66666667,1.05,6,FALSE
977,오창가곡,2013-08-07,22,28.2,29.5,20.39,36.72455,127.46688,87,0.85,7,FALSE
977,오창가곡,2013-08-08,20,29.2,30,19.71,36.72455,127.46688,86,1.55,8,FALSE
977,오창가곡,2013-08-09,18,29.7,30,22.11,36.72455,127.46688,84.33333333,2.05,9,FALSE
977,오창가곡,2013-08-10,17,26.2,27.9,7.93,36.72455,127.46688,92.66666667,1.45,10,FALSE
977,오창가곡,2013-08-11,20,26.9,29.7,20.96,36.72455,127.46688,89,0.85,11,FALSE
977,오창가곡,2013-08-12,18,28.1,30.2,22.2,36.72455,127.46688,83.33333333,0.8,12,FALSE
977,오창가곡,2013-08-13,17,27.9,30.8,22.2,36.72455,127.46688,82.66666667,1,13,FALSE
977,오창가곡,2013-08-14,15,28,30.1,22.59,36.72455,127.46688,82,1.1,14,TRUE
977,오창가곡,2013-12-13,25,-4.5,0.7,5.56,36.72455,127.46688,69,2.05,0,FALSE
977,오창가곡,2013-12-14,22,-2.5,0.6,6.52,36.72455,127.46688,88,1.6,1,FALSE
977,오창가곡,2013-12-15,21,-3.5,0.1,5.1,36.72455,127.46688,71.66666667,1.05,2,FALSE
977,오창가곡,2013-12-16,20,-3.8,0,1.65,36.72455,127.46688,74.66666667,1.1,3,FALSE
977,오창가곡,2013-12-17,21,-0.5,0,3.52,36.72455,127.46688,71.33333333,1.55,4,FALSE
977,오창가곡,2013-12-18,21,3.3,1.9,7.03,36.72455,127.46688,74.33333333,1.45,5,FALSE
977,오창가곡,2013-12-19,21,-1.9,1.8,7.53,36.72455,127.46688,83.33333333,2.75,6,FALSE
977,오창가곡,2013-12-20,21,-4.4,1.9,7.97,36.72455,127.46688,84.66666667,0.9,7,FALSE
977,오창가곡,2013-12-21,21,-4.2,1.8,10.8,36.72455,127.46688,88.33333333,0.9,8,FALSE
977,오창가곡,2013-12-22,20,-3.8,0.8,10.6,36.72455,127.46688,83.33333333,0.65,9,FALSE
977,오창가곡,2013-12-23,22,-1,1.4,6.3,36.72455,127.46688,80.33333333,1.05,10,FALSE
977,오창가곡,2013-12-24,21,-3.4,0.2,5.66,36.72455,127.46688,77.33333333,0.7,11,FALSE
977,오창가곡,2013-12-25,20,-1.6,0,5.76,36.72455,127.46688,77.66666667,0.7,12,FALSE
977,오창가곡,2013-12-26,21,0.1,1.2,3.02,36.72455,127.46688,87.33333333,1.3,13,FALSE
977,오창가곡,2013-12-27,21,-4.5,0.4,6.14,36.72455,127.46688,63.33333333,2.15,14,FALSE
977,오창가곡,2013-12-28,17,-6.7,-0.2,4.39,36.72455,127.46688,72.33333333,1.5,15,FALSE
977,오창가곡,2013-12-29,15,-3.3,-0.3,6.54,36.72455,127.46688,81.66666667,1.6,16,TRUE
977,오창가곡,2014-09-04,25,22.1,24.1,13.87,36.72455,127.46688,85,1.1,0,FALSE
977,오창가곡,2014-09-05,23,22.3,25.5,18.93,36.72455,127.46688,83,0.5,1,FALSE
977,오창가곡,2014-09-06,21,22.6,24.8,13.8,36.72455,127.46688,84.66666667,0.55,2,FALSE
977,오창가곡,2014-09-07,20,22.8,25.2,15.84,36.72455,127.46688,86.33333333,0.55,3,FALSE
977,오창가곡,2014-09-08,19,22.8,25,14.36,36.72455,127.46688,86.33333333,0.8,4,FALSE
977,오창가곡,2014-09-09,18,21.2,23.5,13.24,36.72455,127.46688,84.66666667,1.1,5,FALSE
977,오창가곡,2014-09-10,17,19.4,23.6,17.29,36.72455,127.46688,79,0.65,6,FALSE
977,오창가곡,2014-09-11,16,20.4,23.8,16.46,36.72455,127.46688,80,0.7,7,FALSE
977,오창가곡,2014-09-12,16,20.5,22.9,7.13,36.72455,127.46688,88.33333333,0.65,8,FALSE
977,오창가곡,2014-09-13,15,21.4,25.6,17.97,36.72455,127.46688,75.66666667,1.15,9,TRUE
977,오창가곡,2014-09-25,27,19.4,21.9,15.72,36.72455,127.46688,84.66666667,0.6,0,FALSE
977,오창가곡,2014-09-26,24,19.9,21.7,10.18,36.72455,127.46688,83.66666667,0.9,1,FALSE
977,오창가곡,2014-09-27,23,19.6,21.8,11.8,36.72455,127.46688,85,0.7,2,FALSE
977,오창가곡,2014-09-28,22,20.1,22.1,11.3,36.72455,127.46688,86.66666667,0.7,3,FALSE
977,오창가곡,2014-09-29,21,19.6,21.1,3.84,36.72455,127.46688,95,0.65,4,FALSE
977,오창가곡,2014-09-30,22,19.1,21.4,13.77,36.72455,127.46688,82,1.6,5,FALSE
977,오창가곡,2014-10-01,21,19.2,21.7,13.05,36.72455,127.46688,78,0.8,6,FALSE
977,오창가곡,2014-10-02,20,18.1,20.4,6.02,36.72455,127.46688,86.33333333,1.05,7,FALSE
977,오창가곡,2014-10-03,20,15.2,18.2,5.9,36.72455,127.46688,80.33333333,1.65,8,FALSE
977,오창가곡,2014-10-04,19,15.4,18.1,14.3,36.72455,127.46688,75.33333333,1.7,9,FALSE
977,오창가곡,2014-10-05,18,15,17.8,15.05,36.72455,127.46688,69.33333333,1.65,10,FALSE
977,오창가곡,2014-10-06,17,13.6,16.7,13.45,36.72455,127.46688,74.33333333,1.25,11,FALSE
977,오창가곡,2014-10-07,16,14.3,17.1,13,36.72455,127.46688,79.66666667,0.85,12,FALSE
977,오창가곡,2014-10-08,16,14.1,17.7,13.35,36.72455,127.46688,77.33333333,0.8,13,FALSE
977,오창가곡,2014-10-09,16,15.6,18.5,13.17,36.72455,127.46688,79.33333333,0.7,14,FALSE
977,오창가곡,2014-10-10,15,17.5,18.6,14.02,36.72455,127.46688,73,2,15,TRUE
977,오창가곡,2014-12-16,28,-2.8,-0.5,4.17,36.72455,127.46688,66.33333333,3.45,0,FALSE
977,오창가곡,2014-12-17,24,-7.2,-2.2,3.23,36.72455,127.46688,49.33333333,2.9,1,FALSE
977,오창가곡,2014-12-18,17,-6.7,-2.9,4.52,36.72455,127.46688,53.33333333,1.65,2,FALSE
977,오창가곡,2014-12-19,14,-4.8,-1.8,3.08,36.72455,127.46688,71.66666667,1.1,3,TRUE
977,오창가곡,2015-05-01,26,20,21.7,21.65,36.72455,127.46688,74,1.3,0,FALSE
977,오창가곡,2015-05-02,24,20.8,21.6,18.07,36.72455,127.46688,74.33333333,1.35,1,FALSE
977,오창가곡,2015-05-03,23,18.9,19.3,6.31,36.72455,127.46688,89,1.45,2,FALSE
977,오창가곡,2015-05-04,23,15.8,19.1,23.46,36.72455,127.46688,55.66666667,3.05,3,FALSE
977,오창가곡,2015-05-05,21,13.3,17.7,22.61,36.72455,127.46688,53.33333333,1.9,4,FALSE
977,오창가곡,2015-05-06,19,14.1,16.1,13.37,36.72455,127.46688,56,0.95,5,FALSE
977,오창가곡,2015-05-07,18,15.6,18.2,19.56,36.72455,127.46688,52.66666667,1.55,6,FALSE
977,오창가곡,2015-05-08,17,15.7,18.1,14.99,36.72455,127.46688,62.66666667,1.35,7,FALSE
977,오창가곡,2015-05-09,17,18.2,21.1,19.39,36.72455,127.46688,64.66666667,1.25,8,FALSE
977,오창가곡,2015-05-10,16,18.4,22,22.01,36.72455,127.46688,61.66666667,1.15,9,FALSE
977,오창가곡,2015-05-11,15,17.7,19.1,13.09,36.72455,127.46688,73.66666667,2.6,10,TRUE
977,오창가곡,2015-05-12,27,14.9,18.3,24.83,36.72455,127.46688,76.33333333,5.2,0,FALSE
977,오창가곡,2015-05-13,24,19,18.6,24.46,36.72455,127.46688,60.66666667,4.7,1,FALSE
977,오창가곡,2015-05-14,22,21.3,21,23.41,36.72455,127.46688,65.33333333,2.85,2,FALSE
977,오창가곡,2015-05-15,20,19.5,20.2,7.69,36.72455,127.46688,83.33333333,1.65,3,FALSE
977,오창가곡,2015-05-16,19,17.7,21.3,24.55,36.72455,127.46688,63.66666667,1.6,4,FALSE
977,오창가곡,2015-05-17,17,17.4,20.5,21.77,36.72455,127.46688,56.33333333,1.05,5,FALSE
977,오창가곡,2015-05-18,16,17.8,19.4,15.25,36.72455,127.46688,63.66666667,1.45,6,FALSE
977,오창가곡,2015-05-19,15,17,19.9,14.53,36.72455,127.46688,85,2,7,TRUE
977,오창가곡,2015-06-26,30,20.8,21.9,10.88,36.72455,127.46688,84.33333333,3.15,0,FALSE
977,오창가곡,2015-06-27,24,23.4,27.4,24.3,36.72455,127.46688,73.33333333,1.45,1,FALSE
977,오창가곡,2015-06-28,22,24.1,28.7,21.02,36.72455,127.46688,74.33333333,1.45,2,FALSE
977,오창가곡,2015-06-29,20,24.9,31.9,23.68,36.72455,127.46688,71,1.2,3,FALSE
977,오창가곡,2015-06-30,19,23.6,26.1,11.52,36.72455,127.46688,76,1.05,4,FALSE
977,오창가곡,2015-07-01,18,22.9,28.3,23.44,36.72455,127.46688,73,2.4,5,FALSE
977,오창가곡,2015-07-02,16,22.6,27.6,21.63,36.72455,127.46688,74,2.45,6,FALSE
977,오창가곡,2015-07-03,15,22.6,29.7,22.57,36.72455,127.46688,68.66666667,1.55,7,TRUE
977,오창가곡,2015-08-03,25,28.2,30,23.65,36.72455,127.46688,76.33333333,1.9,0,FALSE
977,오창가곡,2015-08-04,22,27.3,28.4,22.68,36.72455,127.46688,77,2.35,1,FALSE
977,오창가곡,2015-08-05,20,27.7,28.7,23.11,36.72455,127.46688,80,1.6,2,FALSE
977,오창가곡,2015-08-06,18,28.8,31.5,23.5,36.72455,127.46688,78,1.1,3,FALSE
977,오창가곡,2015-08-07,17,29.3,32.4,21.03,36.72455,127.46688,75.66666667,1,4,FALSE
977,오창가곡,2015-08-08,15,26.3,28.5,15.42,36.72455,127.46688,87.33333333,1.2,5,TRUE
977,오창가곡,2016-05-27,25,21.8,23.8,19.68,36.72455,127.46688,63.66666667,0.95,0,FALSE
977,오창가곡,2016-05-28,23,20.9,23.5,23,36.72455,127.46688,66,1.45,1,FALSE
977,오창가곡,2016-05-29,21,20.3,22,16.11,36.72455,127.46688,62,1.4,2,FALSE
977,오창가곡,2016-05-30,19,20.9,23.9,23.22,36.72455,127.46688,64.66666667,1.5,3,FALSE
977,오창가곡,2016-05-31,17,21.6,24.1,21.11,36.72455,127.46688,68.33333333,1.65,4,FALSE
977,오창가곡,2016-06-01,16,22.3,26.5,26.18,36.72455,127.46688,57.66666667,1.6,5,FALSE
977,오창가곡,2016-06-02,15,21.9,27.1,25.32,36.72455,127.46688,51,1.45,6,TRUE
977,오창가곡,2016-06-24,27,22.1,23.9,8.72,36.72455,127.46688,86,2.05,0,FALSE
977,오창가곡,2016-06-25,23,22.6,24.6,23.87,36.72455,127.46688,69.66666667,2.45,1,FALSE
977,오창가곡,2016-06-26,21,23.3,26.2,24.36,36.72455,127.46688,67.66666667,1.6,2,FALSE
977,오창가곡,2016-06-27,19,23.9,25.8,17.07,36.72455,127.46688,67,1,3,FALSE
977,오창가곡,2016-06-28,17,24,26.5,19.87,36.72455,127.46688,70,0.95,4,FALSE
977,오창가곡,2016-06-29,16,24.2,25.7,15.52,36.72455,127.46688,74,1.4,5,FALSE
977,오창가곡,2016-06-30,15,24.9,25.6,14.35,36.72455,127.46688,83.66666667,1.45,6,TRUE
977,오창가곡,2016-07-18,25,23.6,26,16.98,36.72455,127.46688,80.33333333,0.8,0,FALSE
977,오창가곡,2016-07-19,24,26.2,29.3,25.12,36.72455,127.46688,76.33333333,0.85,1,FALSE
977,오창가곡,2016-07-20,22,26,28.9,19.45,36.72455,127.46688,79.33333333,1.4,2,FALSE
977,오창가곡,2016-07-21,20,25.9,28.5,19.78,36.72455,127.46688,76.33333333,1.15,3,FALSE
977,오창가곡,2016-07-22,19,27.8,32,25.92,36.72455,127.46688,72,1.25,4,FALSE
977,오창가곡,2016-07-23,17,28.9,33.4,24.25,36.72455,127.46688,74,1.1,5,FALSE
977,오창가곡,2016-07-24,16,28.7,31.4,17.87,36.72455,127.46688,80.33333333,1.3,6,FALSE
977,오창가곡,2016-07-25,15,28.6,30.8,16.78,36.72455,127.46688,80.66666667,1.15,7,TRUE
977,오창가곡,2016-08-04,25,28.5,31,23.1,36.72455,127.46688,78.66666667,0.8,0,FALSE
977,오창가곡,2016-08-05,22,29.1,32.1,23.69,36.72455,127.46688,76.33333333,0.8,1,FALSE
977,오창가곡,2016-08-06,20,29.3,32.2,23.34,36.72455,127.46688,77,1,2,FALSE
977,오창가곡,2016-08-07,18,28.8,30.6,20.25,36.72455,127.46688,75,1.05,3,FALSE
977,오창가곡,2016-08-08,17,28.8,31.8,22.62,36.72455,127.46688,74.66666667,1,4,FALSE
977,오창가곡,2016-08-09,15,28.7,33.4,20.99,36.72455,127.46688,79,1.1,5,TRUE
977,오창가곡,2016-09-05,26,25,26.3,11.74,36.72455,127.46688,86,0.75,0,FALSE
977,오창가곡,2016-09-06,23,22.5,24.4,8.5,36.72455,127.46688,87,0.7,1,FALSE
977,오창가곡,2016-09-07,22,23.2,25.2,10.56,36.72455,127.46688,80,0.55,2,FALSE
977,오창가곡,2016-09-08,21,22,24.3,15.46,36.72455,127.46688,84.33333333,1.05,3,FALSE
977,오창가곡,2016-09-09,22,22.8,24.2,12.77,36.72455,127.46688,80.66666667,0.8,4,FALSE
977,오창가곡,2016-09-10,21,23.2,25.4,14.69,36.72455,127.46688,80.33333333,0.8,5,FALSE
977,오창가곡,2016-09-11,19,23.5,25.5,14.87,36.72455,127.46688,76.66666667,0.75,6,FALSE
977,오창가곡,2016-09-12,18,23.6,25.6,13.92,36.72455,127.46688,76.33333333,0.9,7,FALSE
977,오창가곡,2016-09-13,17,22.9,25.3,18.29,36.72455,127.46688,78.33333333,0.9,8,FALSE
977,오창가곡,2016-09-14,17,23.4,25.3,15.59,36.72455,127.46688,77.66666667,0.8,9,FALSE
977,오창가곡,2016-09-15,16,22.3,24.5,14.2,36.72455,127.46688,72.66666667,0.7,10,FALSE
977,오창가곡,2016-09-16,15,22.1,23.8,8.21,36.72455,127.46688,84.33333333,0.75,11,TRUE
977,오창가곡,2017-01-08,25,7.2,5.3,5.83,36.72455,127.46688,68.66666667,1.2,0,FALSE
977,오창가곡,2017-01-09,24,3,4.5,6.07,36.72455,127.46688,72.33333333,2.55,1,FALSE
977,오창가곡,2017-01-10,23,-1,0.9,3.24,36.72455,127.46688,60.33333333,2.05,2,FALSE
977,오창가곡,2017-01-11,22,-3.8,-0.8,3.39,36.72455,127.46688,64.33333333,2,3,FALSE
977,오창가곡,2017-01-12,22,-1.8,-0.4,-0.89,36.72455,127.46688,74.66666667,1.8,4,FALSE
977,오창가곡,2017-01-13,21,-5.1,-1.2,1.49,36.72455,127.46688,67.66666667,1.65,5,FALSE
977,오창가곡,2017-01-14,19,-7.2,-2.3,6.12,36.72455,127.46688,48.66666667,2.45,6,FALSE
977,오창가곡,2017-01-15,11,-7.8,-3.1,6,36.72455,127.46688,59.66666667,1.4,7,TRUE
977,오창가곡,2017-04-21,25,12.1,14.3,18.99,36.72455,127.46688,65.33333333,1.55,0,FALSE
977,오창가곡,2017-04-22,24,13.5,15,17.12,36.72455,127.46688,56,1.55,1,FALSE
977,오창가곡,2017-04-23,22,13.8,15.5,21.86,36.72455,127.46688,53,1.9,2,FALSE
977,오창가곡,2017-04-24,21,14.1,16.1,20.58,36.72455,127.46688,51,2.05,3,FALSE
977,오창가곡,2017-04-25,20,16.3,16.1,17.68,36.72455,127.46688,60,2.6,4,FALSE
977,오창가곡,2017-04-26,19,15.5,17.8,20.39,36.72455,127.46688,43,2.6,5,FALSE
977,오창가곡,2017-04-27,18,12.5,16.3,21.71,36.72455,127.46688,48.66666667,2.35,6,FALSE
977,오창가곡,2017-04-28,16,14.5,15.8,19.6,36.72455,127.46688,57.66666667,3.8,7,FALSE
977,오창가곡,2017-04-29,16,17.5,18.3,20.35,36.72455,127.46688,51.66666667,2.85,8,FALSE
977,오창가곡,2017-04-30,15,19.1,19.8,20.95,36.72455,127.46688,58.33333333,3.6,9,TRUE
977,오창가곡,2017-08-02,25,28.8,31.3,23.38,36.72455,127.46688,82.33333333,0.65,0,FALSE
977,오창가곡,2017-08-03,22,27.4,30.1,22.38,36.72455,127.46688,76.66666667,1.25,1,FALSE
977,오창가곡,2017-08-04,20,28.8,31.6,24.32,36.72455,127.46688,76.66666667,1.05,2,FALSE
977,오창가곡,2017-08-05,18,30.4,33,24.77,36.72455,127.46688,76.66666667,0.95,3,FALSE
977,오창가곡,2017-08-06,16,30,31.3,19.59,36.72455,127.46688,78,1.1,4,FALSE
977,오창가곡,2017-08-07,15,28.6,32,21.29,36.72455,127.46688,74.66666667,1.1,5,TRUE
977,오창가곡,2017-08-30,25,17.7,21.4,6.08,36.72455,127.46688,74,0.6,0,FALSE
977,오창가곡,2017-08-31,24,20.4,23.7,21.22,36.72455,127.46688,76,1.2,1,FALSE
977,오창가곡,2017-09-01,22,20.8,23.7,21.28,36.72455,127.46688,71.33333333,1.15,2,FALSE
977,오창가곡,2017-09-02,20,20.8,23.5,19.2,36.72455,127.46688,73.33333333,0.7,3,FALSE
977,오창가곡,2017-09-03,19,21.3,24.2,20.37,36.72455,127.46688,74,0.7,4,FALSE
977,오창가곡,2017-09-04,18,21.4,23.4,17.45,36.72455,127.46688,71.33333333,1.2,5,FALSE
977,오창가곡,2017-09-05,17,20.8,22.8,5.45,36.72455,127.46688,85.33333333,0.6,6,FALSE
977,오창가곡,2017-09-06,17,20.6,22.7,4.45,36.72455,127.46688,89,0.6,7,FALSE
977,오창가곡,2017-09-07,18,21.3,24.5,16.18,36.72455,127.46688,82.66666667,0.7,8,FALSE
977,오창가곡,2017-09-08,17,22.4,25.2,15.55,36.72455,127.46688,82.66666667,0.65,9,FALSE
977,오창가곡,2017-09-09,16,21.3,23.7,12.35,36.72455,127.46688,86,0.5,10,FALSE
977,오창가곡,2017-09-10,15,21.5,23.2,8.21,36.72455,127.46688,90.33333333,0.7,11,TRUE
977,오창가곡,2017-09-12,27,20.6,23.3,16.34,36.72455,127.46688,81.66666667,1.15,0,FALSE
977,오창가곡,2017-09-13,24,18.9,21.8,18.94,36.72455,127.46688,74.66666667,0.75,1,FALSE
977,오창가곡,2017-09-14,22,19.8,21.9,18.98,36.72455,127.46688,74.66666667,0.95,2,FALSE
977,오창가곡,2017-09-15,21,20.2,21.5,17.05,36.72455,127.46688,69,2.15,3,FALSE
977,오창가곡,2017-09-16,20,18.9,20.3,12.53,36.72455,127.46688,75.66666667,1.65,4,FALSE
977,오창가곡,2017-09-17,19,21,21.9,16.23,36.72455,127.46688,75,1.95,5,FALSE
977,오창가곡,2017-09-18,18,19.8,21.6,15.67,36.72455,127.46688,79.33333333,1,6,FALSE
977,오창가곡,2017-09-19,17,21.7,22.1,9.69,36.72455,127.46688,85,2.05,7,FALSE
977,오창가곡,2017-09-20,17,19.3,21.6,17.79,36.72455,127.46688,63.33333333,1.6,8,FALSE
977,오창가곡,2017-09-21,15,17.4,20.3,17.77,36.72455,127.46688,73.66666667,0.9,9,TRUE
977,오창가곡,2018-01-01,25,-2.8,-0.5,4.25,36.72455,127.46688,69.66666667,0.85,0,FALSE
977,오창가곡,2018-01-02,22,-2.2,-0.3,1.27,36.72455,127.46688,67.66666667,1.15,1,FALSE
977,오창가곡,2018-01-03,21,-3.1,-0.9,5.28,36.72455,127.46688,53.33333333,1.8,2,FALSE
977,오창가곡,2018-01-04,18,-3.8,-0.7,4.89,36.72455,127.46688,59.66666667,1,3,FALSE
977,오창가곡,2018-01-05,18,-2.4,-0.6,6.29,36.72455,127.46688,70.33333333,1.3,4,FALSE
977,오창가곡,2018-01-06,15,-3,-1.1,6.17,36.72455,127.46688,69,1.2,5,TRUE
977,오창가곡,2018-01-22,25,1.7,2.2,3.23,36.72455,127.46688,71.66666667,1.9,0,FALSE
977,오창가곡,2018-01-23,24,-8.3,-1.2,7.64,36.72455,127.46688,49.33333333,3.55,1,FALSE
977,오창가곡,2018-01-24,15,-12.1,-2.6,7.22,36.72455,127.46688,38,2.6,2,TRUE
977,오창가곡,2018-05-24,26,18.1,20.6,25.45,36.72455,127.46688,63.66666667,2.25,0,FALSE
977,오창가곡,2018-05-25,24,18.9,21.3,21.6,36.72455,127.46688,58.33333333,1.25,1,FALSE
977,오창가곡,2018-05-26,22,20.3,22.4,25.07,36.72455,127.46688,62.33333333,1.25,2,FALSE
977,오창가곡,2018-05-27,20,20,21.5,12.33,36.72455,127.46688,68.66666667,1,3,FALSE
977,오창가곡,2018-05-28,19,21.7,23.6,24.86,36.72455,127.46688,65.66666667,1.2,4,FALSE
977,오창가곡,2018-05-29,18,22.5,23.9,21.29,36.72455,127.46688,73.66666667,1.45,5,FALSE
977,오창가곡,2018-05-30,16,21.1,23.5,19.61,36.72455,127.46688,73,1.8,6,FALSE
977,오창가곡,2018-05-31,14,20,24.6,25.4,36.72455,127.46688,68.66666667,1.45,7,TRUE
977,오창가곡,2018-07-10,27,24.9,25.3,11.39,36.72455,127.46688,88.33333333,1.2,0,FALSE
977,오창가곡,2018-07-11,24,27.5,27.4,14.09,36.72455,127.46688,85.66666667,0.8,1,FALSE
977,오창가곡,2018-07-12,23,27.9,28.8,21.1,36.72455,127.46688,85,1,2,FALSE
977,오창가곡,2018-07-13,22,28.4,29.6,20.94,36.72455,127.46688,81.33333333,0.85,3,FALSE
977,오창가곡,2018-07-14,20,28.2,30.3,22.22,36.72455,127.46688,79.33333333,1.05,4,FALSE
977,오창가곡,2018-07-15,18,28.7,31.1,27.16,36.72455,127.46688,74.33333333,0.85,5,FALSE
977,오창가곡,2018-07-16,16,28.5,30.8,23.48,36.72455,127.46688,73.66666667,0.95,6,FALSE
977,오창가곡,2018-07-17,14,27.8,30.5,24.41,36.72455,127.46688,77.33333333,1.25,7,TRUE
977,오창가곡,2018-07-29,25,29.4,31.2,25.27,36.72455,127.46688,70.66666667,1.75,0,FALSE
977,오창가곡,2018-07-30,21,29.5,31.1,21.68,36.72455,127.46688,70.66666667,1.25,1,FALSE
977,오창가곡,2018-07-31,18,30,31.7,25.87,36.72455,127.46688,68.33333333,1.15,2,FALSE
977,오창가곡,2018-08-01,16,31.2,32.3,25.39,36.72455,127.46688,68.33333333,0.95,3,FALSE
977,오창가곡,2018-08-02,13,31.5,32.4,24.34,36.72455,127.46688,65,1.05,4,TRUE
977,오창가곡,2018-12-08,25,-6.9,-0.4,3.76,36.72455,127.46688,56,1.15,0,FALSE
977,오창가곡,2018-12-09,21,-6.4,-0.8,4.8,36.72455,127.46688,51.66666667,0.9,1,FALSE
977,오창가곡,2018-12-10,19,-3.8,-0.9,4.96,36.72455,127.46688,51,1.05,2,FALSE
977,오창가곡,2018-12-11,22,-2.2,-0.2,2.58,36.72455,127.46688,79.66666667,0.85,3,FALSE
977,오창가곡,2018-12-12,24,-4.2,0,12.26,36.72455,127.46688,72.33333333,0.8,4,FALSE
977,오창가곡,2018-12-13,23,-2.6,-0.1,2.61,36.72455,127.46688,75.66666667,1.65,5,FALSE
977,오창가곡,2018-12-14,20,-5.1,-0.5,4.74,36.72455,127.46688,67.33333333,0.95,6,FALSE
977,오창가곡,2018-12-15,15,-4.2,-0.8,5.05,36.72455,127.46688,69.33333333,0.4,7,TRUE
977,오창가곡,2018-12-26,28,0.4,0.5,5.7,36.72455,127.46688,52.33333333,1.55,0,FALSE
977,오창가곡,2018-12-27,24,-7.4,-0.6,4.59,36.72455,127.46688,36.66666667,1.95,1,FALSE
977,오창가곡,2018-12-28,15,-9.5,-1.6,4.81,36.72455,127.46688,53.33333333,1.4,2,TRUE
977,오창가곡,2019-04-30,25,15.3,17.6,21.95,36.72455,127.46688,75,1.25,0,FALSE
977,오창가곡,2019-05-01,24,15.4,18.2,21.88,36.72455,127.46688,64.66666667,2.1,1,FALSE
977,오창가곡,2019-05-02,22,15.6,19.3,22.44,36.72455,127.46688,60.66666667,2.4,2,FALSE
977,오창가곡,2019-05-03,20,16.8,20.4,21.82,36.72455,127.46688,55.66666667,1.5,3,FALSE
977,오창가곡,2019-05-04,18,17.5,20.8,18.83,36.72455,127.46688,57.66666667,1.05,4,FALSE
977,오창가곡,2019-05-05,16,18.1,20.1,20.14,36.72455,127.46688,45.66666667,1.4,5,FALSE
977,오창가곡,2019-05-06,14,13.9,12.9,24.06,36.72455,127.46688,46,2.7,6,TRUE
977,오창가곡,2019-06-07,26,18.9,20.4,7.63,36.72455,127.46688,93.33333333,2.45,0,FALSE
977,오창가곡,2019-06-08,23,21.4,24.4,22.57,36.72455,127.46688,76.66666667,0.85,1,FALSE
977,오창가곡,2019-06-09,22,21.8,24.7,21.82,36.72455,127.46688,77,1.2,2,FALSE
977,오창가곡,2019-06-10,24,19,22.1,15.92,36.72455,127.46688,79.33333333,1.1,3,FALSE
977,오창가곡,2019-06-11,22,20.6,24.3,24.78,36.72455,127.46688,65.33333333,1,4,FALSE
977,오창가곡,2019-06-12,20,20.4,24.1,25.17,36.72455,127.46688,76.33333333,1,5,FALSE
977,오창가곡,2019-06-13,19,22.9,25.6,25.43,36.72455,127.46688,67.66666667,0.8,6,FALSE
977,오창가곡,2019-06-14,17,21.5,23.1,11.12,36.72455,127.46688,75,0.55,7,FALSE
977,오창가곡,2019-06-15,16,21.4,24.4,22.91,36.72455,127.46688,74.33333333,1.5,8,FALSE
977,오창가곡,2019-06-16,15,21.3,24.6,23.43,36.72455,127.46688,73.66666667,0.8,9,TRUE
977,오창가곡,2019-07-29,27,27.7,28.6,21.78,36.72455,127.46688,83.66666667,1.65,0,FALSE
977,오창가곡,2019-07-30,24,28.4,28.2,18.99,36.72455,127.46688,83.33333333,1.75,1,FALSE
977,오창가곡,2019-07-31,22,28.6,28.3,16.97,36.72455,127.46688,81,2.35,2,FALSE
977,오창가곡,2019-08-01,21,28.5,29.3,19.83,36.72455,127.46688,85,1.2,3,FALSE
977,오창가곡,2019-08-02,19,29.6,30.9,25.65,36.72455,127.46688,76,0.45,4,FALSE
977,오창가곡,2019-08-03,17,28.9,30.8,19.24,36.72455,127.46688,84,0.65,5,FALSE
977,오창가곡,2019-08-04,16,29.6,31.1,22.27,36.72455,127.46688,78.66666667,0.6,6,FALSE
977,오창가곡,2019-08-05,15,29.1,30.4,19.26,36.72455,127.46688,87.33333333,0.55,7,TRUE
977,오창가곡,2019-09-06,26,25.5,25.6,9.34,36.72455,127.46688,90.66666667,,0,FALSE
977,오창가곡,2019-09-07,24,26.4,24.8,5.67,36.72455,127.46688,80.66666667,4.8,1,FALSE
977,오창가곡,2019-09-08,24,24.8,25.5,11.83,36.72455,127.46688,90.66666667,0.45,2,FALSE
977,오창가곡,2019-09-09,24,23.7,25.3,6.45,36.72455,127.46688,98.33333333,0.35,3,FALSE
977,오창가곡,2019-09-10,24,26.4,26.2,14.17,36.72455,127.46688,83,1.05,4,FALSE
977,오창가곡,2019-09-11,24,23.5,24.9,4.5,36.72455,127.46688,96.33333333,1.1,5,FALSE
977,오창가곡,2019-09-12,24,20.7,23.4,5.06,36.72455,127.46688,86.66666667,0.2,6,FALSE
