월,일,위도,경도,누적 평균 습도(%),누적 평균 기온(°C),누적 평균 풍속(m/s),누적 평균 지면온도(°C),누적 평균 일 순복사(MJ/m2),지난 일 수,Target
5,30,35.24435,128.15605,75.44444444666667,20.433333333333334,0.8833333333333333,22.03333333333333,9.81,2,False
5,31,35.24435,128.15605,75.1666666675,20.049999999999997,0.8,21.65,11.446122416020671,3,False
6,1,35.24435,128.15605,75.0,19.919999999999998,0.77,21.4,10.828897932816536,4,False
6,2,35.24435,128.15605,74.61111111166666,20.016666666666666,0.775,22.150000000000002,11.905748277347115,5,False
6,3,35.24435,128.15605,73.61904761999999,20.071428571428573,0.7928571428571429,22.842857142857145,12.940641380583243,6,False
6,4,35.24435,128.15605,72.25000000125,20.275,0.7875000000000001,23.5125,13.628061208010337,7,False
6,5,35.24435,128.15605,72.07407407555556,20.455555555555556,0.7722222222222224,23.944444444444443,13.821609962675856,8,False
6,6,35.24435,128.15605,71.73333333500001,20.68,0.7650000000000001,24.54,14.265448966408268,9,True
9,24,35.24435,128.15605,72.33333333,19.1,0.9,20.0,2.42,0,False
9,25,35.24435,128.15605,68.16666666500001,19.55,0.75,21.05,9.350000000000001,1,False
9,26,35.24435,128.15605,68.66666666666667,19.633333333333336,0.7666666666666666,21.46666666666667,11.83,2,False
9,27,35.24435,128.15605,68.1666666675,19.575000000000003,0.7124999999999999,21.475,13.4625,3,False
9,28,35.24435,128.15605,67.866666668,19.78,0.6699999999999999,21.740000000000002,14.348000000000003,4,False
9,29,35.24435,128.15605,67.72222222333333,19.833333333333332,0.6249999999999999,21.71666666666667,12.950000000000001,5,False
9,30,35.24435,128.15605,68.61904761999999,19.814285714285713,0.7214285714285714,21.62857142857143,12.562857142857142,6,False
10,1,35.24435,128.15605,69.58333333374999,19.599999999999998,0.7,21.525000000000002,12.84625,7,False
10,2,35.24435,128.15605,69.33333333333331,19.388888888888886,0.7,21.45555555555556,13.096666666666666,8,False
10,3,35.24435,128.15605,68.83333333299998,19.18,0.76,21.560000000000002,13.856,9,False
10,4,35.24435,128.15605,67.75757575727272,18.936363636363634,0.868181818181818,21.481818181818184,14.157272727272728,10,True
4,29,35.24435,128.15605,96.33333333,15.3,1.1,15.7,1.72,0,False
4,30,35.24435,128.15605,89.66666666500001,16.35,1.0,17.9,10.34,1,False
5,1,35.24435,128.15605,85.66666666666667,17.033333333333335,0.9166666666666666,18.9,15.063333333333333,2,False
5,2,35.24435,128.15605,82.9166666675,17.325,1.0125,19.2,16.57,3,False
5,3,35.24435,128.15605,84.6,17.32,1.0899999999999999,19.080000000000002,13.862,4,False
5,4,35.24435,128.15605,76.83333333333333,17.416666666666668,1.4166666666666667,19.05,15.845,5,False
5,5,35.24435,128.15605,73.61904761857143,16.814285714285713,1.4285714285714286,18.6,18.130000000000003,6,False
5,6,35.24435,128.15605,73.0,16.4625,1.35625,18.3,18.286250000000003,7,False
5,7,35.24435,128.15605,72.14814814777777,16.455555555555556,1.3444444444444443,18.288888888888888,19.40666666666667,8,False
5,8,35.24435,128.15605,71.0,16.490000000000002,1.3,18.229999999999997,19.852000000000004,9,True
8,26,35.24435,128.15605,96.66666667,21.9,0.9,22.2,1.7,0,False
8,27,35.24435,128.15605,96.5,22.7,0.75,22.799999999999997,2.23,1,False
8,28,35.24435,128.15605,91.88888888999999,23.933333333333334,0.8666666666666667,24.13333333333333,7.383333333333334,2,False
8,29,35.24435,128.15605,88.75,24.525,1.025,24.875,10.690000000000001,3,False
8,30,35.24435,128.15605,87.933333334,24.919999999999998,1.1099999999999999,25.18,11.014000000000001,4,True
10,6,35.24435,128.15605,82.33333333,20.7,3.0,16.9,7.0,0,False
10,7,35.24435,128.15605,80.0,19.25,1.875,16.6,11.92,1,False
10,8,35.24435,128.15605,73.88888888999999,18.066666666666666,1.5666666666666667,15.733333333333334,13.983333333333334,2,False
10,9,35.24435,128.15605,74.83333333499999,17.150000000000002,1.325,15.05,12.335,3,False
10,10,35.24435,128.15605,72.46666666799999,16.68,1.5,14.559999999999999,12.196000000000002,4,True
7,18,35.24435,128.15605,97.66666667,22.4,0.6,23.9,2.52,0,False
7,19,35.24435,128.15605,90.66666667,24.4,0.7,25.049999999999997,10.855,1,False
7,20,35.24435,128.15605,86.44444444666665,25.133333333333336,0.7166666666666667,25.599999999999998,14.613333333333335,2,False
7,21,35.24435,128.15605,85.1666666675,25.25,1.1124999999999998,25.75,15.540000000000001,3,False
7,22,35.24435,128.15605,83.333333334,25.32,1.2099999999999997,25.76,16.988,4,False
7,23,35.24435,128.15605,83.944444445,25.150000000000002,1.1583333333333332,25.75,15.881666666666666,5,False
7,24,35.24435,128.15605,84.23809523857143,25.3,1.207142857142857,25.885714285714283,16.358571428571427,6,False
7,25,35.24435,128.15605,84.29166666750001,25.4875,1.15625,26.099999999999998,17.1475,7,False
7,26,35.24435,128.15605,84.37037037111112,25.544444444444444,1.1111111111111112,26.222222222222218,17.083333333333332,8,False
7,27,35.24435,128.15605,84.033333334,25.580000000000002,1.08,26.309999999999995,17.604,9,True
8,24,35.24435,128.15605,94.66666667,22.1,1.35,24.2,4.56,0,False
8,25,35.24435,128.15605,87.0,23.1,1.0750000000000002,25.85,12.67,1,False
8,26,35.24435,128.15605,82.77777777666667,23.333333333333332,1.0000000000000002,26.400000000000002,16.046666666666667,2,False
8,27,35.24435,128.15605,81.25,22.9,0.9375000000000001,25.9,15.875,3,True
5,5,35.24435,128.15605,97.66666667,18.9,1.85,18.9,1.74,0,False
5,6,35.24435,128.15605,94.83333333499999,17.65,1.925,18.85,2.065,1,False
5,7,35.24435,128.15605,92.55555555666666,15.466666666666667,2.1,17.46666666666667,2.6733333333333333,2,False
5,8,35.24435,128.15605,86.83333333499999,14.925,1.8250000000000002,16.950000000000003,8.35,3,False
5,9,35.24435,128.15605,84.266666668,15.040000000000001,1.6400000000000001,16.98,11.495999999999999,4,True
2,25,34.76335,127.21226,93.33333333,14.9,4.25,14.0,16.35448966408269,0,False
2,26,34.76335,127.21226,94.41666666500001,13.3,2.9,13.05,16.35448966408269,1,True
3,15,34.76335,127.21226,85.33333333,10.4,3.2,9.3,16.35448966408269,0,False
3,16,34.76335,127.21226,71.0,7.2,4.375,6.3500000000000005,13.197244832041344,1,False
3,17,34.76335,127.21226,67.77777777666667,6.333333333333333,3.5666666666666664,5.966666666666668,14.249659776055125,2,False
3,18,34.76335,127.21226,67.8333333325,5.8,3.6125,5.675000000000001,12.892244832041344,3,False
3,19,34.76335,127.21226,67.666666666,5.88,3.35,5.760000000000001,12.103795865633074,4,False
3,20,34.76335,127.21226,68.44444444333334,7.0,3.3833333333333333,6.6833333333333345,10.85649655469423,5,False
3,21,34.76335,127.21226,65.33333333285715,6.785714285714286,3.642857142857143,6.4142857142857155,10.71842561830934,6,False
3,22,34.76335,127.21226,65.66666666625,6.6125,3.4,6.312500000000001,9.737372416020673,7,True
4,30,34.76335,127.21226,58.33333333,11.2,2.55,11.1,16.35448966408269,0,False
5,1,34.76335,127.21226,62.666666665,11.3,2.55,11.899999999999999,15.647244832041345,1,False
5,2,34.76335,127.21226,67.66666666666667,12.266666666666666,2.233333333333333,13.266666666666666,14.784829888027565,2,False
5,3,34.76335,127.21226,71.9166666675,13.674999999999999,2.1999999999999997,15.0,15.177244832041346,3,False
5,4,34.76335,127.21226,74.866666668,14.379999999999999,2.1399999999999997,15.819999999999999,15.412693798449615,4,False
5,5,34.76335,127.21226,77.16666666833332,15.0,2.158333333333333,16.2,13.445578165374679,5,False
5,6,34.76335,127.21226,77.9523809542857,15.385714285714286,2.371428571428571,16.67142857142857,13.861136950904395,6,False
5,7,34.76335,127.21226,74.41666666875,15.575,2.4999999999999996,16.674999999999997,14.179744832041346,7,False
5,8,34.76335,127.21226,72.37037037222223,15.822222222222223,2.5277777777777772,16.799999999999997,14.189773184036751,8,False
5,9,34.76335,127.21226,72.100000002,15.98,2.425,16.97,14.406244832041343,9,False
5,10,34.76335,127.21226,71.33333333545455,16.072727272727274,2.3818181818181814,17.08181818181818,14.583357998590555,10,False
5,11,34.76335,127.21226,69.69444444666668,16.075,2.4625,17.041666666666664,14.730952304048232,11,False
5,12,34.76335,127.21226,69.02564102769232,15.992307692307692,2.5538461538461537,17.015384615384612,14.855839793281651,12,False
5,13,34.76335,127.21226,69.38095238285715,15.921428571428573,2.5607142857142855,17.049999999999997,14.962886212624582,13,True
5,25,34.76335,127.21226,81.33333333,16.0,3.05,17.3,16.35448966408269,0,False
5,26,34.76335,127.21226,80.83333333,16.25,2.775,18.450000000000003,16.35448966408269,1,False
5,27,34.76335,127.21226,77.55555555333333,16.533333333333335,2.6333333333333333,19.666666666666668,16.35448966408269,2,False
5,28,34.76335,127.21226,77.41666666500001,16.5,2.3125,19.400000000000002,16.35448966408269,3,False
5,29,34.76335,127.21226,76.33333333200001,16.619999999999997,2.31,20.040000000000003,16.35448966408269,4,False
5,30,34.76335,127.21226,76.27777777666667,16.583333333333332,2.341666666666667,20.3,16.35448966408269,5,False
5,31,34.76335,127.21226,75.23809523714286,16.557142857142857,2.3714285714285714,20.514285714285716,16.35448966408269,6,False
6,1,34.76335,127.21226,74.2083333325,16.6,2.35625,20.812500000000004,16.35448966408269,7,False
6,2,34.76335,127.21226,74.37037037,16.77777777777778,2.2777777777777777,21.133333333333336,16.35448966408269,8,False
6,3,34.76335,127.21226,74.13333333300001,17.09,2.2649999999999997,21.53,16.354489664082685,9,False
6,4,34.76335,127.21226,73.78787878727273,17.454545454545453,2.2136363636363634,21.90909090909091,16.354489664082685,10,False
6,5,34.76335,127.21226,73.3333333325,17.858333333333334,2.1999999999999997,22.266666666666666,16.354489664082685,11,True
12,14,34.76335,127.21226,60.33333333,3.2,4.2,2.8,16.35448966408269,0,False
12,15,34.76335,127.21226,55.33333333,0.3500000000000001,3.6500000000000004,0.6499999999999999,16.35448966408269,1,False
12,16,34.76335,127.21226,58.11111111,-0.5666666666666665,3.3333333333333335,-0.2666666666666668,12.789659776055126,2,False
12,17,34.76335,127.21226,60.91666666500001,0.10000000000000009,2.95,-0.07500000000000007,13.680867248062018,3,False
12,18,34.76335,127.21226,63.19999999800001,0.4600000000000001,2.62,0.15999999999999998,14.215591731266153,4,False
12,19,34.76335,127.21226,65.44444444333334,1.3166666666666667,2.35,0.7333333333333334,14.57207472006891,5,False
12,20,34.76335,127.21226,65.66666666571429,2.042857142857143,2.271428571428572,1.2571428571428573,14.826705426356593,6,False
12,21,34.76335,127.21226,66.41666666625001,2.3875,2.1625,1.475,15.017678456072355,7,False
12,22,34.76335,127.21226,66.37037037,2.6333333333333337,2.3277777777777775,1.6555555555555557,15.16621303474017,8,False
12,23,34.76335,127.21226,65.733333333,2.7500000000000004,2.44,1.73,15.285040697674422,9,False
12,24,34.76335,127.21226,64.00000000000001,2.145454545454546,2.6227272727272726,1.4090909090909092,15.382263330984262,10,False
12,25,34.76335,127.21226,63.50000000000001,1.6333333333333337,2.704166666666666,1.075,15.463282192075797,11,True
2,14,34.76335,127.21226,81.33333333,5.3,1.75,4.2,1.94,0,False
2,15,34.76335,127.21226,60.0,5.15,2.9,3.75,4.72,1,False
2,16,34.76335,127.21226,49.666666666666664,4.233333333333333,3.0,3.1666666666666665,6.1866666666666665,2,False
2,17,34.76335,127.21226,50.083333332500004,2.825,3.2125,2.5,6.8475,3,False
2,18,34.76335,127.21226,49.866666666,1.6600000000000001,3.16,1.8,7.290000000000001,4,True
5,15,34.76335,127.21226,67.33333333,18.8,2.5,21.3,17.68,0,False
5,16,34.76335,127.21226,70.5,18.1,2.1,21.0,14.77,1,False
5,17,34.76335,127.21226,64.33333333333333,18.133333333333336,2.4833333333333334,21.266666666666666,15.573333333333332,2,False
5,18,34.76335,127.21226,63.0,17.675,2.3875,21.674999999999997,15.934999999999999,3,False
5,19,34.76335,127.21226,62.933333334,17.3,2.13,21.359999999999996,14.383999999999997,4,False
5,20,34.76335,127.21226,63.38888889,17.383333333333333,2.0833333333333335,21.816666666666663,14.719999999999999,5,False
5,21,34.76335,127.21226,63.85714285857142,17.62857142857143,2.064285714285714,22.371428571428567,15.127142857142855,6,False
5,22,34.76335,127.21226,63.041666667499996,17.900000000000002,2.0437499999999997,22.974999999999994,15.281249999999998,7,False
5,23,34.76335,127.21226,62.03703703777777,18.244444444444447,2.061111111111111,23.33333333333333,15.364444444444441,8,False
5,24,34.76335,127.21226,61.433333334,18.490000000000002,2.05,23.349999999999994,14.568999999999997,9,False
5,25,34.76335,127.21226,62.39393939454545,18.554545454545455,2.0136363636363632,23.445454545454538,14.398181818181815,10,False
5,26,34.76335,127.21226,61.1666666675,18.708333333333332,2.016666666666666,23.758333333333326,14.599166666666664,11,False
5,27,34.76335,127.21226,59.41025641076923,18.96153846153846,2.0615384615384613,24.061538461538454,14.818461538461536,12,False
5,28,34.76335,127.21226,59.35714285785714,19.12857142857143,2.0607142857142855,24.349999999999994,14.870714285714284,13,True
7,24,34.76335,127.21226,82.33333333,27.1,1.5,33.5,19.39,0,False
7,25,34.76335,127.21226,80.66666666500001,27.200000000000003,1.6,33.75,19.14,1,False
7,26,34.76335,127.21226,78.44444444333334,27.36666666666667,1.6000000000000003,34.233333333333334,18.896666666666665,2,False
7,27,34.76335,127.21226,79.25,27.35,1.6250000000000002,34.45,18.0475,3,False
7,28,34.76335,127.21226,79.46666666600001,27.540000000000003,1.6600000000000001,34.940000000000005,18.012,4,False
7,29,34.76335,127.21226,79.555555555,27.61666666666667,1.7083333333333333,35.35,18.246666666666666,5,False
7,30,34.76335,127.21226,79.61904761857143,27.62857142857143,1.707142857142857,35.6,18.162857142857142,6,False
7,31,34.76335,127.21226,79.375,27.7,1.65625,35.837500000000006,18.06875,7,False
8,1,34.76335,127.21226,77.96296296333334,27.88888888888889,1.7333333333333334,36.03333333333334,18.05,8,False
8,2,34.76335,127.21226,77.466666667,27.910000000000004,1.925,35.42,16.771,9,False
8,3,34.76335,127.21226,77.0303030309091,27.90909090909091,2.022727272727273,35.545454545454554,16.95909090909091,10,False
8,4,34.76335,127.21226,76.83333333416668,27.916666666666668,2.0166666666666666,35.61666666666667,16.940833333333334,11,False
8,5,34.76335,127.21226,76.35897436000002,28.0,1.9923076923076921,35.792307692307695,17.000769230769233,12,False
8,6,34.76335,127.21226,76.214285715,28.05,1.9607142857142856,35.95714285714286,16.810000000000002,13,False
8,7,34.76335,127.21226,76.04444444533334,28.026666666666664,1.95,36.00666666666667,16.758666666666667,14,True
12,23,34.76335,127.21226,63.33333333,-1.8,3.85,-0.5,4.31,0,False
12,24,34.76335,127.21226,66.0,-2.65,2.725,-1.35,5.074999999999999,1,False
12,25,34.76335,127.21226,65.0,-2.066666666666667,2.9166666666666665,-1.1333333333333335,4.763333333333333,2,False
12,26,34.76335,127.21226,56.6666666675,-2.4,2.9625,-1.55,5.145,3,False
12,27,34.76335,127.21226,54.466666668,-2.0,2.7,-1.54,5.298,4,True
1,2,34.76335,127.21226,59.66666667,-0.9,3.4,-0.8,5.82,0,False
1,3,34.76335,127.21226,54.833333335,-3.0,3.325,-1.9500000000000002,5.595000000000001,1,False
1,4,34.76335,127.21226,50.222222223333326,-3.1999999999999997,3.4333333333333336,-2.266666666666667,5.916666666666667,2,True
4,26,34.76335,127.21226,48.66666667,12.3,3.85,13.2,17.27,0,False
4,27,34.76335,127.21226,55.66666667,12.0,2.8,13.3,14.615,1,False
4,28,34.76335,127.21226,63.222222223333326,12.633333333333333,2.3166666666666664,14.166666666666666,13.973333333333334,2,False
4,29,34.76335,127.21226,67.75,13.225,2.175,14.35,11.58,3,False
4,30,34.76335,127.21226,64.733333334,13.080000000000002,2.1599999999999997,14.319999999999999,11.782,4,False
5,1,34.76335,127.21226,65.444444445,12.866666666666667,2.158333333333333,14.549999999999999,11.895000000000001,5,False
5,2,34.76335,127.21226,65.85714285714286,12.9,2.1999999999999997,15.014285714285714,12.547142857142859,6,False
5,3,34.76335,127.21226,64.70833333375,13.025,2.25,15.337499999999999,12.946250000000001,7,False
5,4,34.76335,127.21226,63.25925926000001,13.28888888888889,2.288888888888889,15.91111111111111,13.387777777777778,8,False
5,5,34.76335,127.21226,61.033333334000005,13.63,2.3400000000000003,16.36,13.756,9,False
5,6,34.76335,127.21226,58.12121212181819,14.154545454545456,2.472727272727273,16.854545454545455,14.045454545454545,10,True
7,11,34.76335,127.21226,85.33333333,26.2,1.65,31.7,19.79,0,False
7,12,34.76335,127.21226,86.66666666500001,26.299999999999997,1.625,31.4,19.31,1,False
7,13,34.76335,127.21226,87.33333333333333,26.73333333333333,1.8666666666666665,31.633333333333336,18.65,2,False
7,14,34.76335,127.21226,87.0,27.025,1.7999999999999998,31.725,17.154999999999998,3,False
7,15,34.76335,127.21226,87.0,27.02,1.95,31.660000000000004,16.582,4,False
7,16,34.76335,127.21226,86.61111111166667,27.016666666666666,2.1,31.950000000000003,16.961666666666666,5,False
7,17,34.76335,127.21226,85.66666666714286,27.0,2.0928571428571425,32.114285714285714,17.314285714285713,6,False
7,18,34.76335,127.21226,85.33333333375,26.95,2.0062499999999996,32.425000000000004,17.40375,7,False
7,19,34.76335,127.21226,85.1481481488889,26.933333333333334,1.944444444444444,32.88888888888889,17.334444444444443,8,False
7,20,34.76335,127.21226,85.200000001,26.939999999999998,1.9149999999999996,33.290000000000006,17.226,9,True
4,19,34.76335,127.21226,69.33333333,12.7,2.55,14.3,6.04,0,False
4,20,34.76335,127.21226,66.5,13.2,2.425,15.700000000000001,10.52,1,False
4,21,34.76335,127.21226,62.333333333333336,14.5,2.5,17.5,11.836666666666666,2,False
4,22,34.76335,127.21226,55.833333332500004,15.125,2.375,18.55,12.0775,3,False
4,23,34.76335,127.21226,55.266666666000006,15.080000000000002,2.23,19.2,12.716,4,False
4,24,34.76335,127.21226,55.555555555000005,15.066666666666668,2.1083333333333334,19.8,13.096666666666666,5,False
4,25,34.76335,127.21226,55.09523809428572,15.014285714285716,2.0142857142857142,20.2,13.362857142857141,6,False
4,26,34.76335,127.21226,56.583333332500004,15.062500000000002,1.9437499999999999,20.25,12.99875,7,True
6,17,34.76335,127.21226,83.66666667,20.6,2.2,21.1,4.42,0,False
6,18,34.76335,127.21226,78.66666667,21.5,1.875,23.8,8.969999999999999,1,False
